TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
6,"The mortal instruments : the graphic novel. 4 / story by Cassandra Clare art and adaptation by Cassandra Jean lettering, Abigail Blackman.","Clare, Cassandra, author.","New York, NY : Yen Press, 2020.",2021,YA
5,Juliet takes a breath / written by Gabby Rivera illustrated & adapted for comics by Celia Moscote colored by James Fenner lettered by DC Hopkins cover by Celia Moscote.,"Rivera, Gabby, author.","Los Angeles : BOOM! Box, 2021.",2021,YA
5,"Lady Mechanika. Volume 6, Sangre / story by M.M. Chen and Joe Benitez pencils - prologue by Joe Benitez and Martin Montiel art - main story by Brian Ching colors by Beth Sotelo letters by Michael Heisler.","Benitez, Joe, 1971- author, penciler, creator.","Encino, CA : Benitez Productions, [2020]",2021,YA
5,"X-force. Vol. 2 / writers, Benjamin Percy artists, Jan Bazaldua & Joshua Cassara color artists, Guru-eFX & Dean White letterer, VC's Joe Caramagna cover art, Dustin Weaver & Edgar Delgado.","Percy, Benjamin, author.","New York, NY : Marvel Worldwide, Inc., 2020.",2021,YA
3,"Fantastic Four. Vol. 4, Thing vs. Immortal Hulk / Dan Slott, Gerry Duggan, Mike Carey [and 1 other], writers Sean Izaakse [and others], artists Marcio Menyz, Greg Smallwood, Erick Arciniega, color artists VC's Joe Caramagna, VC's Cory Petit, letterers.","Slott, Dan, author.","New York, NY : Marvel Worldwide, Inc., [2020]",2021,YA
3,"The sixth gun. Book 9, Boot Hill / written by Cullen Bunn illustrated by Brian Hurtt colored by Bill Crabtree lettered by Crank!.","Bunn, Cullen, author.","Portland, OR : Oni Press, Inc., 2016.",2021,YA
1,"Green Lantern / New Gods. Godhead / Van Jensen [and others], writers Ethan Van Sciver [and others], artists Marcelo Maiolo [and others], colorists Dave Sharpe [and others], letterers collection cover artist, Lee Weeks & Tomeu Morey.",,"New York : DC Comics, [2015]",2021,YA
1,"James Bond 007. Vol. 2 / writer, Greg Pak artists, Eric Gapstur & Robert Carey colorists, Roshan Kurichiyanil letterer, Ariana Maher.","Pak, Greg, author.","Mount Laurel : Dynamite Entertainment, 2020.",2021,YA
0,Jack Kirby : the epic life of the king of comics / Tom Scioli.,"Scioli, Tom, author, artist.","California : Ten Speed press, [2020]",2021,YA
8,"Seraph of the end. Vampire reign. Volume 19 / story by Takaya Kagami   art by Yamato Yamamoto   storyboards by Daisuke Furuya   translation, Adrienne Beck   touch-up art & lettering, Sabrina Heep.","Kagami, Takaya, 1979- author.","San Francisco, CA : VIZ Media, LLC, [2020]",2021,YA
46,"Max Meow. #1, Cat crusader / John Gallagher.","Gallagher, John, 1967- author, artist.","New York : Random House Children's Books, [2020]",2021,J
37,Witches of Brooklyn. 1 / Sophie Escabasse.,"Escabasse, Sophie, author, artist.","New York : Random House Graphic, [2020]",2021,J
29,Dungeon critters / by Natalie Riess & Sara Goetter.,"Riess, Natalie, author.","New York : First Second, 2020.",2021,J
14,Sherlock Bones and the natural history mystery / Renee Treml.,"Treml, RenÃ©e, author.","New York : Houghton Mifflin Harcourt, 2019.",2021,J
40,"Super Mario. Manga mania / story and art by Yukio Sawada   translation, Caleb Cook   English adaptation, Molly Tanzer   lettering, Vanessa Satone.","Sawada, Yukio, 1953- author, artist.","San Francisco, CA : VIZ Media, LLC, [2020]",2021,J
31,"Oz : the complete collection. Road to Oz/Emerald City of Oz / writer, Eric Shanower   artist, Skottie Young   colorist, Jean-FranÃ§ois Beaulieu   letterer, Jeff Eckleberry.","Shanower, Eric, author.","New York : Marvel Worldwide, 2020.",2021,J
17,Hilda and the black hound / Luke Pearson.,"Pearson, Luke, author, illustrator.","London : Flying Eye Books, an imprint of Nobrow Ldt., [2014]",2021,J
14,Hilda and the stone forest / Luke Pearson.,"Pearson, Luke, author, artist.","London   New York : Flying Eye Books, 2016.",2021,J
6,Little Lulu. Working girl / John Stanley.,"Stanley, John, 1914-1993, author.","Montreal, Quebec : Drawn & Quarterly, 2019.",2021,J
6,Beetle & the Hollowbones / Aliza Layne coloring by Natalie Riess and Kristen Acampora.,"Layne, Aliza, author, artist.","New York : Atheneum Books for Young Readers, [2020]",2021,YA
6,Stranger things. The bully / script by Greg Pak art by Valeria Favoccia colors by Dan Jackson Nate Piekos of Blambot cover art by Ron Chan.,"Pak, Greg, author.","Milwaukie, OR : Dark Horse Comics, 2020.",2021,YA
3,The deep & dark blue / Niki Smith.,"Smith, Niki, author, artist.","New York, NY : Little, Brown and Co., 2020.",2021,YA
2,City of secrets / Victoria Ying color assistant Undram Ankhbayar.,"Ying, Victoria, author, illustrator.","New York : Viking Children's Books, 2020.",2021,YA
2,"Mercy : the fair lady, the frost, and the fiend / Andolfo, Mirka color assistants, Gianluca Papi, Francesca Carotenuto, Chara DiFrancia lettering, Fabio Amelia translation, Arancia Studio.","Andolfo, Mirka, author, artist, colorist.","Portland, OR : Image Comics, [2020];""Â©2020.""",2021,YA
1,The old guard. Book one. Opening fire / written by Greg Rucka art and cover by Leandro FernÃ¡ndez colors by Daniela Miwa letters by Jodi Wynne.,"Rucka, Greg, author.","Portland, OR : Image Comics, Inc., [2017];""Â©2017.""",2021,YA
1,The old guard. Book two. Force multiplied / written by Greg Rucka art and cover by Leandro FernÃ¡ndez colors by Daniela Miwa letters by Jodi Wynne.,"Rucka, Greg, author.","Portland, OR : Image Comics, [2020];""Â©2020.""",2021,YA
71,When stars are scattered / Victoria Jamieson and Omar Mohamed   color by Iman Geddy.,"Jamieson, Victoria, author, illustrator.","New York : Dial Books for Young Readers, [2020]",2021,J
12,"Mouse Guard. Vol. 3, The black axe / story & art by David Petersen.","Petersen, David, 1977- author, artist.","Los Angeles : Archaia Entertainment, 2013.",2021,J
11,Alien Nate / Dave Whamond.,"Whamond, Dave, author, illustrator.","Toronto : Kids Can Press, 2020.",2021,J
8,"Mouse Guard. Vol. 2, Winter 1152 / story & art by David Petersen.","Petersen, David, 1977- author.","Fort Lee, N.J. : Archaia,  [2009]",2021,J
29,365 days with Winnie the Pooh / written by Don Ferguson   foreword by Marina Migliavacca Marazza   art by Richard  Sparky  Moore.,"Ferguson, Don, author.","Milwaukie, OR : Dark Horse Books, a division of Dark Horse Comics LLC, [2019];""Â©2019.""",2021,J
16,"Frozen : Frozen II : the story of the movies in comics / [Frozen] Alessandro Ferrari, manuscript adaptation   Massimiliano Narciso, art   Kawaii Ceative Studio, paints   Lito Milano S.R.L., ABSINK, design & lettering   [Frozen II ] Alessandro Ferrari, manuscript adaptation   Manny Mederos, layouts & inks   Giulio Rincione, paints   Chris Dickey, design & letting   Manny Mederos, art & design director.","Ferrari, Alessandro, 1978- author.","Milwaukie, Oregon  Dark Horse Books, 2020.",2021,J
16,"Geronimo Stilton reporter. #5, Barry the moustache / text by Geronimo Stilton   script by Dario Sicchio   art by Alessandro Muscillo   color by Christian Aliprandi   original lettering by Maria Letizia Mirabella.","Stilton, Geronimo, author.","New York : Papercutz, [2020]",2021,J
15,"Geronimo Stilton reporter. #6, Paws off, cheddarface! / text by Geronimo Stilton   script by Dario Sicchio   art by Alessandro Muscillo   color by Christian Aliprandi   original lettering by Maria Letizia Mirabella.","Stilton, Geronimo, author.","New York : Papercutz , 2020.",2021,J
13,"Geronimo Stilton reporter. #4, The mummy with no name / text by Geronimo Stilton   script by Dario Sicchio   art by Alessandro Muscillo   color by Christian Aliprandi   original lettering by Maria Letizia Mirabella.","Stilton, Geronimo, author.","New York : Papercutz, [2020]",2021,J
13,In love & pajamas : a collection of comics about being yourself together / Catana Chetwynd.,"Chetwynd, Catana, author.","Kansas City, Missouri : Andrews McMeel Publishing, [2021]",2021,YA
31,"Battle station prime. Book 6, The dragonmaster's revenge : an unofficial graphic novel for Minecrafters / Cara J. Stevens   illustrated by Sam Needham.","Stevens, Cara J., author.","New York : Sky Pony Press, [2021].",2021,J
26,"I survived the Nazi invasion, 1944 / based on the novel by Lauren Tarshis   adapted by Georgia Ball   with art by Alvaro Sarraseca   colors by Juanma Aguilera   lettering by Janice Chiang.","Ball, Georgia, adapter.","New York, NY : Graphix, an imprint of Scholastic, 2021.",2021,J
6,"Snow White with the red hair. 11 / story and art by Sorata Akiduki   translation, Caleb Cook   touch-up art & lettering, Brandon Bovia.","Akiduki, Sorata, author, illustrator.","San Francisco, CA : VIZ Media, LLC, [2021]",2021,YA
77,The witches : the graphic novel / Roald Dahl   adapted and illustrated by Penelope Bagieu.,"Bagieu, PÃ©nÃ©lope, adapter, illustrator.","New York : Graphix, an imprint of Scholastic, Inc., [2020]",2021,J
10,The Silver Six / by AJ Lieberman   & [illustrations by] Darren Rawlings.,"Lieberman, A. J., author.","New York : Graphix, an imprint of Scholastic,  2013.",2021,J
15,"Lumberjanes. 13, Indoor recess / written by Shannon Watters & Kat Leyh illustrated by Dozerdraws colors by Maarta Laiho letters by Aubrey Aiese cover by Kat Leyh.","Watters, Shannon, author.","Los Angeles, CA : Boom! Box, 2019.",2021,YA
13,The crossroads at midnight / Abby Howard.,"Howard, Abby (Comic artist), author, illustrator.","Chicago, IL : Iron Circus Comics, 2020.;""Â©2020.""",2021,YA
12,"Tales from the DC dark multiverse / written by Scott Snyder, Kyle Higgins, Jeff Loveness [and 7 others] art by Javier Fernandez, Brad Walker, Drew Hennessy [and 18 others] coloring by Alex Guimaraes, John Kalisz, David Baron [and 8 others] lettering by Clayton Cowles, Tom Napolitano, Rob Leigh [and 5 others] collection cover art by Lee Weeks and Brad Anderson.",,"Burbank, CA : DC Comics, [2021]",2021,YA
3,"The Avengers. Vol. 4, War of the realms / Jason Aaron, writer Ed McGuinness, Jason Masters, Stefano Caselli, artist[s] Mark Morales with Ed McGuinnes[s], inkers Justin Ponsor [and 3 others], color artists VC's Cory Petit, letterer.","Aaron, Jason, author.","New York, New York : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2019]",2021,YA
2,"Moonstruck. Vol. 3, Troubled waters / writer, Grace Ellis artists, Shae Beagle, Claudia Aguirre colorist, Caitlin Quirk letterer, Clayton Cowles.","Ellis, Grace, author.","Berkeley : Image Comics, 2020.",2021,YA
1,"Fire power. Volume 2, Home fire / Robert Kirkman, creator, writer Chris Samnee, creator, artist Matt Wilson, colorist Rus Wooton, letterer.","Kirkman, Robert, author, creator.","Portland, OR : Image Comics Inc., 2021.",2021,YA
25,Frozen 2 : the manga / story & art by Arina Tanemura.,"Tanemura, Arina, author, illustrator.","San Francisco, CA : VIZ Media, LLC, [2021]",2021,J
16,"Olympians. 1, Zeus : king of the gods / George O'Connor.;""Zeus : king of the gods""","O'Connor, George, author, artist.","New York : First Second, 2010.",2021,J
7,"Ascender. Volume three, The digital mage / Jeff Lemire, Dustin Nguyen, storytellers Steve Wands, lettering & design.","Lemire, Jeff, author.","Portland, OR : Image Comics, [2020]",2021,YA
5,"Bloodshot. Book one / writer, Tim Seeley artists, Brett Booth with Adelso Corona, TomÃ¡s Giorello colorists, Andrew Dalhouse, Diego Rodriguez letterer, Dave Sharpe.","Seeley, Tim, author.","New York : Valiant Entertainment, 2019.",2021,YA
5,"Giant-size X-Men. / writer, Jonathan Hickman [and others] artists, Matthew Wilson [and others] letterer, VC's Clayton Cowles.","Hickman, Jonathan, author.","New York, NY : Marvel Worldwide, Inc., 2020.",2021,YA
4,"Adventureman. Volume 1, The end and everything after / featuring Matt Fraction as the writer Terry Dodson as the penciller & colorist Rachel Dodson as the inker Clayton Cowles as the letterist.","Fraction, Matt, author, creator.","Portland, OR : Image Comics, Inc., [2020]",2021,YA
4,"Star Wars, Vol. 1. The destiny path / Charles Soule, writer Jesus Saiz, artist Arif Prianto with Jesus Saiz (#1), Rachelle Rosenberg (#4), Dan Brown (#5), color artists VC's Clayton Cowles, letterer R.B. Silva, Guru-eFX, cover art.","Soule, Charles, author.","New York, NY : Marvel Worldwide, Inc., [2020];""Â©2020.""",2021,YA
4,"The resistance. Vol. 1 / J. Michael Straczynski, writer Mike Deodato, Jr., artist Frank Martin, Lee Loughridge, colorists Sal Cipriano, letterer Rahzzah, cover artist.","Straczynski, J. Michael, 1954- author.","New York, NY : AWA Upshot, [2020]",2021,YA
3,"Hawkeye. Freefall / writer, Matthew Rosenberg artist, Otto Schmidt letterer, VC's Joe Sabino cover art, Kim Jacinto, Tamra Bonvillain.","Rosenberg, Matthew (Graphic novelist), author.","New York, NY : Marvel Worldwide, Inc., 2020.",2021,YA
3,"Star trek, deep space nine. Too long a sacrifice / writers Scott Tipton & David Tipton artist Greg Scott colorist Felipe Sobreiro letterer Neil Uyetake.","Tipton, Scott, author.","San Diego, CA : IDW Publishing, 2020.",2021,YA
2,Ghosted in L.A. Vol. 2 / created & written by Sina Grace illustrated by Siobhan Keenan with Sina Grace colors by with Cathy Le letters by DC Hopkins.,"Grace, Sina, author.","Los Angeles : BOOM! Box, 2020.",2021,YA
2,Julian in purgatory / Jon Allen.,"Allen, Jon (Cartoonist), author, artist.","Chicago, IL : Iron Circus Comics, 2021.",2021,YA
1,"Empyre / writers, Al Ewing, Dan Slott artists, Pepe Larraz [and others] color artists, Marte Gracia [and others] letterer, VC's Joe Caramagna, VC's Ariana Maher.","Ewing, Al, 1977- author.","New York, NY : Marvel Worldwide, Inc., [2020]",2021,YA
1,"Hawkman. Vol. 1, Awakening / Robert Venditti, writer Bryan Hitch, penciller Bryan Hitch, Andrew Currie, Daniel Henriques [and 2 others], inkers Alex Sinclair, Jeremiah Skipper, colorists Richard Starkings & Comicraft, letterers Bryan Hitch & Alex Sinclair, collection cover artists.","Venditti, Robert, writer.","Burbank, CA : DC Comics, [2019]",2021,YA
1,"Horizon zero dawn. Volume 1, The sunhawk / writer, Anne Toole artist, Ann Maulina colors, Bryan Valenza letters, Jim Campbell.","Toole, Anne, author.","London : Titan Comics, 2020.",2021,YA
0,Drawn to sex : our bodies and health / created by Erika Moen & Matthew Nolan.,"Moen, Erika, 1983- author, illustrator.","Portland, OR : Limerence Press, an imprint of Oni Press, 2020.",2021,YA
53,"Animorphs. 1, The invasion / K.A. Applegate & Michael Grant a graphic novel by Chris Grine.","Grine, Chris, adaptor.","New York : Graphix, an imprint of Scholastic, 2020.",2021,J
15,Oh my gods! / written by Stephanie Cooke & Insha Fitzpatrick art by Juliana Moon.,"Cooke, Stephanie, 1986- author.","Boston : Houghton Mifflin Harcourt, 2021.",2021,J
22,Bear / Ben Queen illustrated by Joe Todd-Stanton lettered by AndWorld Design.,"Queen, Ben, author.","Los Angeles : Archaia, 2020.",2021,J
17,"Geronimo Stilton reporter. #3, Stop acting around / text by Geronimo Stilton script by Dario Sicchio art by Alessandro Muscillo color by Christian Aliprandi original lettering by Maria Letizia Mirabella.","Stilton, Geronimo, author.","New York : Papercutz, [2019]",2021,J
13,Banana Fox and the secret sour society. 1 / James Kochalka.,"Kochalka, James, author.","New York : Scholastic / Graphix, 2021.",2021,J
12,Dinomighty! / by Doug Paleo illustrated by Aaron Blecha.,"Paleo, Doug, author.","Boston : Etch, an imprint of Houghton Mifflin Harcourt, 2020.",2021,J
10,Power up / written by Sam Nisson illustrated by Darnell Johnson.,"Nisson, Sam, author.","Boston : Etch, Houghton Mifflin Harcourt, [2021];""Â©2021.""",2021,J
5,"Squidding Around. 1, Fish Feud! / Kevin Sherry with colors by Wes Dzioba.","Sherry, Kevin, author, illustrator.","New York : Graphix, an imprint of Scholastic, 2020.",2021,J
4,"Nathan Hale's hazardous tales. One dead spy : the life, times, and last words of Nathan Hale, America's most famous spy / [Nathan Hale]","Hale, Nathan, 1976-, author.","New York : Amulet Books, an imprint of Abrams, 2012.",2021,J
1,"My little pony : holiday memories / written by Bobby Curnow, Katie Cook, James Asmus art by Brenda Hickey, Katie Cook, Agnes Garbowska [and 2 others] colors by Heather Breckel.","Curnow, Bobby, author.","San Diego, CA : IDW Publishing, [2020]",2021,J
46,Beetle & the Hollowbones / Aliza Layne   coloring by Natalie Riess and Kristen Acampora.,"Layne, Aliza, author, artist.","New York : Atheneum Books for Young Readers, [2020]",2021,J
7,"Black heroes of the wild west : a Toon graphic / by James Otis Smith, introduction by Kadir Nelson.","Smith, James Otis, author, artist.","New York, NY : TOON  Books,  an  imprint  of  RAW  Junior,  LLC, [2020];""Â©2020.""",2021,J
26,"Haikyu!! 1, Hinata and Kageyama / [story and art by] Haruichi Furudate   [translation by Adrienne Beck   touch-up art & lettering, Erika Terriquez].","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2016]",2021,YA
22,"Haikyu!! 2, The view from the top / [story and art by] Haruichi Furudate   [translation by Adrienne Beck   touch-up art & lettering, Erika Terriquez].","Furudate, Haruichi, 1983- author, illustrator.","San Francisco, CA : VIZ Media, LLC, [2016];""Â©2012""",2021,YA
11,"Haikyu!! 3, Go, Team Karasuno! / story and art by Haruichi Furudate   translation by Adrienne Beck.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : Viz Media, 2016.;""Â©2012.""",2021,YA
10,"Haikyu!! 4, Rivals! / story and art by Haruichi Furudate   translation by Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : Viz Media, [2016];""Â©2012""",2021,YA
10,"Yona of the dawn. 28 / story & art by Mizuho Kusanagi   English adaptation, Ysabet Reinhardt MacFarlane   translation, JN Productions   touch-up art and lettering, Lys Blakeslee.","Kusanagi, Mizuho, 1979- author, illustrator.","San Francisco, CA : Viz Media, LLC, [2021]",2021,YA
9,"Haikyu!! 5, Inter-High begins! / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, illustrator.","San Francisco : VIZ Media, LLC, [2016];""Â©2012""",2021,YA
9,"Haikyu!! 7, Evolution / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, illustrator.","San Francisco : Viz Media, LLC, 2017;""Â©2012.""",2021,YA
8,"Seraph of the end. Vampire reign. Volume 20 / story by Takaya Kagami   art by Yamato Yamamoto   storyboards by Daisuke Furuya   translation, Adrienne Beck   touch-up art & lettering, Sabrina Heep.","Kagami, Takaya, 1979- author.","San Francisco, CA : VIZ Media, LLC, [2020]",2021,YA
7,"Haikyu!! 8, Former lonely tyrant / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : Viz Media, LLC, [2017];""Â©2012""",2021,YA
6,"Haikyu!! 6, Setter battle! / Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, illustrator.","San Francisco, CA : VIZ Media, LLC, [2016]",2021,YA
6,"Snow White with the red hair. 12 / story and art by Sorata Akiduki   [translation, Caleb Cook.]","Akiduki, Sorata, author, illustrator.","[San Francisco, CA : VIZ Media, LLC, [2021];""[ Â©2014]""",2021,YA
1,"Monumental : Oscar Dunn and his radical fight in Reconstruction Louisiana / Brian K. Mitchell, Barrington S. Edwards, Nick Weldon.","Mitchell, Brian K., author.","New Orleans : The Historic New Orleans Collection, 2021.",2021,YA
41,Primer : a superhero graphic novel / written by Jennifer Muro & Thomas Krajewski   art by Gretel Lusky   letters by Wes Abbott.,"Muro, Jennifer, author.","Burbank, CA : DC Comics, [2020];""Â©2020""",2021,J
6,Survivors of the holocaust : true stories of six extraordinary children / edited by Kath Shackleton   illustrated by Zane Whittingham.,,"Naperville, Illinois : Sourcebooks Explore, 2019.",2021,J
10,"The ancient magus' bride. Volume 3 / story and art by Kore Yamazaki   translation, Adrienne Beck   adaptation, Ysabet Reinhardt MacFarlane   lettering and layout, Lys Blakeslee.","Yamazaki, Kore, author, artist.","[Los Angeles, CA] : Seven Seas Entertainment, LLC, [2015]",2021,YA
78,Big Nate in your face! / by Lincoln Peirce.,"Peirce, Lincoln, author, artist.","Kansas City, Missouri : Andrews McMeel Publishing, 2021.",2021,J
34,Doodleville. 1 / Chad Sell.,"Sell, Chad, author, artist.","New York : Alfred A. Knopf, [2020];""Â©2020.""",2021,J
24,WolfWalkers : the graphic novel / based on the film by Tomm Moore & Ross Stewart   adapted by Sam Sattin.,"Sattin, Samuel, author.","New York   Boston : Little, Brown and Company, 2020.",2021,J
12,"Haikyu!! 13, Playground / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2012""",2021,YA
11,"Haikyu!! 14, Quitter's battle / Haruichi Furdate   translation, Adrienne Beck.","Furudate, Haruichi, 1983-, author, artist.","San Francisco, CA : VIZ Media, LLC, [2017]",2021,YA
10,"Haikyu!! 12, The tournament begins! / Haruichi Furdate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2017]",2021,YA
7,"Haikyu!! 11, Above / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : Viz Media, LLC, 2017",2021,YA
55,"Bug boys. 2, Outside and beyond / by Laura Knetzger   colors by Lyle Lynde.","Knetzger, Laura, 1990- author, illustrator.","New York : RH Graphic, [2021]",2021,J
24,HiLo. Book 2. Saving the whole wide world / by Judd Winick   color by Guy Major.,"Winick, Judd, author, illustrator.","New York : Random House, [2016];""Â©2016""",2021,J
19,The Tea Dragon Society / written & illustrated by Katie O'Neill   lettered by Saida Temofonte   designed by Hilary Thompson   edited by Ari Yarwood.,"O'Neill, Kay (Cartoonist), author, illustrator.","[Portland, Oregon] : Oni Press, 2017.",2021,J
17,E.T.A Hoffmann's the nutcracker and the Mouse King : the graphic novel / illustrated & adapted by Natalie Andrewson.,"Andrewson, Natalie, illustrator adapter.","New York : First Second, 2020.;""Â©2020.""",2021,J
14,"HiLo. Book 1, The boy who crashed to Earth / by Judd Winick   with color by Guy Major.","Winick, Judd, author.","New York : Random House, [2015];""Â©2015""",2021,J
12,"The super sisters. 1 / Cazenove & William, story   William, art and colors   [translation by Nanette McGuinness   lettering by Wilson Ramos Jr.]","Cazenove, 1969- author.","New York : Papercutz, [2020]",2021,J
7,"Once & Future. Volume one, The king is undead / written by Kieron Gillen illustrated by Dan Mora colored by Tamara Bonvillain lettered by Ed Dukeshire created by Kieron Gillen and Dan Mora.","Gillen, Kieron, author, creator.","San Diego, CA : BOOM! Studios, [2020];""Â©2020.""",2021,YA
2,"Middlewest. Book three / story, Skottie Young art, Jorge Corona colors, Jean-Francois Beaulieu lettering, Nate Piekos of Blambot.","Young, Skottie, author.","Portland, OR : Image Comics, 2020.",2021,YA
2,"The low, low woods / Carmen Maria Machado, writer Dani, artist Tamra Bonvillain, colorist Steve Wands, letterer Sam Wolfe Connelly, collection cover artist.","Machado, Carmen Maria, author.","Burbank, CA : DC Comics, [2020];""Â©2020.""",2021,YA
1,"Basketful of heads / Joe Hill, writer Leomacs, artist Riccardo La Bella, additional pencils Dave Stewart, colorist Deron Bennett, letterer Reiko Murakami, collection cover artist.","Hill, Joe, writer.","Burbank, CA : DC Comics, [2020]",2021,YA
1,"Plunge / Joe Hill, writer Stuart Immonen, artist Dave Stewart, colorist Deron Bennett, letterer Jeremy Wilson, collection cover artist.","Hill, Joe, writer.","Burbank, CA : DC Comics, [2020];""Â©2020""",2021,YA
1,"The dollhouse family / M. R. Carey, writer Peter Gross, layouts Vince Locke. finishes Cris Peter, colorist Todd Klein, letterer Jessica Dalva, collection cover artist.","Carey, M. R., 1959- writer.","Burbank, CA : DC Comics, [2020];""Â©2020.""",2021,YA
21,"A day in the life of a poo, a gnu, and you / written by Mike Barfield   illustrated by Jess Bradley.","Barfield, Mike, author.","New York, NY  Alladdin, 2021.",2021,J
19,"Olympians. 4, Hades : Lord of the dead / George O'Connor.","O'Connor, George, author, illustrator.","New York : First Second, 2012.",2021,J
15,"Olympians. 3, Hera : the goddess and her glory / George O'Connor.;""Hera : the goddess and her glory""","O'Connor, George.","New York : First Second, 2011.",2021,J
12,"The infinite adventures of Supernova. 1, Pepper Page saves the universe / story by Landry Q. Walker and Eric Jones   art: Eric Jones   colors: Eric Jones, Michael  Rusty  Drake, Pannel Vaughn   letters: Patrick Brosseau.","Walker, Landry Q. (Landry Quinn), author.","New York : First Second, 2021.",2021,J
11,"Magical history tour. #2, The Great Wall of China / writer, Fabrice Erre   artist, Sylvain Savoia   [translation, Joseph Laredo   lettering, Cromatik Ltd].","Erre, Fabrice, author.","New York : Papercutz, [2021]",2021,J
10,Baboon! / written and illustrated by Pau.,"Pau, 1972- author, illustrator.","Milwaukie, OR : Dark Horse Books, 2020.",2021,J
10,"Hound heroes, Beware The Claw! / by Todd Goldman.","Goldman, Todd Harris, author, artist.","New York : Graphix, an imprint of Scholastic, 2021.",2021,J
10,"Magical history tour. #1, The Great Pyramid / writer, Fabrice Erre   artist, Sylvain Savoia   [translation, Joseph Laredo   lettering, Chromatik Ltd].","Erre, Fabrice, author.","New York : Papercutz, [2021]",2021,J
2,"Geeky f@b 5. #4, Food fight for Fiona / Lucy & Liz Lareau, writers   Ryan Jampole, artist.","Lareau, Lucy, author.","New York : Papercutz, [2020];""Â©2020.""",2021,J
12,And now I spill the family secrets : an illustrated memoir / Margaret Kimball.,"Kimball, Margaret (Illustrator), author, artist.","New York, NY : HarperOne, an imprint of HarperCollinsPublishers, [2021]",2021,YA
12,"Invisible differences : a story of Aspergers, adulting, and living a life in full color / story by Julie Dachez   adaptation, illustration, and colors by Mademoiselle Caroline   Inspired by and in collaboration with Fabienne Vaslet   [translated by Edward Gauvin].","Dachez, Julie, author.","Portland, OR : Oni Press, 2020.",2021,YA
11,"Witch hat atelier. Volume 1 / Kamome Shirahama   translation, Stephen Kohler   lettering, Lys Blakeslee.","Shirahama, Kamome, author, artist.","New York : Kodansha Comics, [2019]",2021,YA
10,"Haikyu!! 16, Ex-quitter's battle / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2012""",2021,YA
9,"Haikyu!! 15, Destroyer / Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983-, author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2012""",2021,YA
8,Feelings : a story in seasons / Manjit Thapp.,"Thapp, Manjit, author, illustrator.","New York : Random House, [2021]",2021,YA
7,"Haikyu!! 17, Talent and instinct / Haruichi Furudate   translation, Adrienne Beck   touch-up art and lettering Erika Terriquez.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2012""",2021,YA
7,"Haikyu!! 19, Moon's halo / story and art by Haruichi Furudate   translation, Adrienne Beck   touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983-, author, artist.","San Francisco, CA : VIZ Media, LLC, 2018.",2021,YA
7,"Haikyu!! 21, A battle of concepts / story and art by Haruichi Furudate   translation, Adrienne Beck.","Furudate, Haruichi, 1983- author, artist.","San Francisco, CA : VIZ Media, LLC, [2018]",2021,YA
6,"Haikyu!! 20, Particular / story and art by Haruichi Furdate   translation, Adrienne Beck.","Furudate, Haruichi, 1983-, author, artist.","San Francisco, Calif. : VIZ Media, 2018.;""San Francisco",2021,YA
5,What unites us : reflections on patriotism : the graphic novel / written by Dan Rather and Elliot Kirschner   art by Tim Foley.,"Rather, Dan, author.","New York, NY : First Second, 2021.",2021,YA
4,The parakeet / EspÃ©   translated by Hannah Chute.,"EspÃ©, author","University Park, PA  Graphic Mundi 2021",2021,YA
